customerid,if_score,ae_mse,spend_sum,tx_count,basket_size_mean,recency_days
18093,0.43861940342226774,0.016161183286721226,4452.71,8,7.625,92.87986111111111
17774,0.43861815878761634,0.009065790282190478,3328.05,9,45.55555555555556,96.00069444444445
14191,0.43857081049558483,0.016691565563446673,4817.66,15,17.666666666666668,1.14375
16510,0.43856566351472437,0.0016812371295812929,2100.0,6,21.833333333333332,371.9659722222222
15758,0.43856447622695477,0.002757356278267648,205.25,1,9.0,24.084722222222222
13201,0.4384871610786249,0.00698458188088063,1240.6100000000001,4,22.0,501.93055555555554
16609,0.4384856873244835,0.013298957749180619,5493.46,7,39.42857142857143,14.970833333333333
14670,0.4384268185376144,0.006028034898539467,602.0,3,62.666666666666664,279.9423611111111
12905,0.4383416589969976,0.010584979326105687,1018.42,2,27.0,576.1145833333334
15929,0.4383252914569441,0.014351836526778718,594.0,1,1.0,643.9125
17750,0.4382629424919078,0.025460594594028885,1797.57,9,21.444444444444443,4.945138888888889
14850,0.4382317135950218,0.0028576069327768774,1794.01,7,28.714285714285715,311.06180555555557
12877,0.43818456298033664,0.03138172021937597,2955.17,20,13.85,3.0972222222222223
17125,0.4381667701281461,0.0015445809852279759,259.35,1,40.0,49.922916666666666
15613,0.4381525084370362,0.0047577585042812955,433.71999999999997,1,27.0,609.9993055555556
16905,0.4381358883469406,0.013656342113107572,5034.15,17,20.11764705882353,4.950694444444444
14830,0.4380698019403736,0.0018111091036112404,197.13,1,40.0,52.93125
16363,0.4380262614238759,0.003060381193626272,109.36000000000001,1,5.0,52.94166666666667
17437,0.4380099231958756,0.007658536555463061,373.17,1,53.0,529.06875
14172,0.4379535630666331,0.006477707347243991,402.72,3,18.0,604.975
16889,0.4378976955826619,0.0037339868991690967,2530.9,6,36.333333333333336,194.07291666666666
17112,0.43786536939466847,0.008811950229579896,205.17,1,50.0,502.06666666666666
17651,0.4378099859934156,0.015837475050575277,5703.52,16,20.75,11.097916666666666
17839,0.4378006534564072,0.004550179690140626,338.8,1,56.0,41.80763888888889
13036,0.43779161547482853,0.005599242224898344,307.1,1,6.0,684.0520833333334
16322,0.4377158231626677,0.003200805350686849,326.75,2,18.5,0.88125
16454,0.4376938314514466,0.0022074853539570494,30.950000000000003,4,1.0,44.048611111111114
16285,0.43760464963661266,0.005830646732314122,176.9,1,31.0,645.8659722222222
12908,0.43758728630387694,0.017911868648099714,1776.0,5,1.0,175.8826388888889
17668,0.43755552422152116,0.0020170786060749834,347.75,2,7.5,0.9756944444444444
15173,0.43755101953909414,0.0006531521243172332,1494.6,7,12.285714285714286,380.1034722222222
16738,0.4375425425724965,0.0019367390541347388,3.75,1,1.0,297.1277777777778
13120,0.4374772940396664,0.002802964117784952,30.599999999999998,1,1.0,238.10486111111112
14257,0.4374145139023007,0.012944612530710454,5954.45,9,26.666666666666668,63.830555555555556
13947,0.43739807253412943,0.003586397878234614,90.6,1,5.0,64.92222222222222
14703,0.43737125362521057,0.005145031884140797,318.17,1,22.0,14.14375
16537,0.4373589442821053,0.0060090910472181775,23.35,1,4.0,640.9645833333333
15250,0.4373366738237305,0.007670688568572263,60.0,1,3.0,640.21875
12356,0.4373365018537622,0.022788087430013832,6373.68,6,23.833333333333332,22.17361111111111
13988,0.43733605208907983,0.01115565317068169,4757.8,8,36.875,19.10763888888889
17553,0.43726155479881845,0.02755738420711677,3757.6,4,1.5,129.11805555555554
17777,0.43716063489115436,0.006562658962210315,665.86,3,64.66666666666667,24.033333333333335
13193,0.4370856486028436,0.004283614216123482,117.88,1,29.0,60.93055555555556
13354,0.437073747773395,0.003297714262250963,743.53,1,51.0,70.98125
13844,0.43705952400652903,0.005245327687124474,361.62,1,20.0,10.978472222222223
15591,0.43702653474120257,0.011304619144985019,217.9,3,2.3333333333333335,582.14375
13095,0.4370091606427898,0.0036506202079380646,74.39999999999999,1,6.0,70.03263888888888
15077,0.4369432141630964,0.010597248830481897,2428.08,2,16.0,494.0673611111111
17956,0.43690465486803437,0.0024763466217121353,12.75,1,1.0,248.96041666666667
12635,0.43688653494250085,0.017290013009522587,2930.41,4,44.75,89.0736111111111
15033,0.43683548051853155,0.015820111761659452,2586.67,10,51.0,4.006944444444445
13822,0.43679120857037895,0.006198227662442962,632.0,2,48.0,5.0256944444444445
18088,0.43673639929161645,0.002015134860183529,167.67000000000002,1,39.0,60.96458333333333
13691,0.4367038006731752,0.009240465047423242,212.78,1,54.0,395.8027777777778
15221,0.43664442837942036,0.007494214531485806,2465.4500000000003,4,8.5,365.9875
17808,0.43661367466730494,0.005028434634814436,262.64,4,8.25,548.0875
17369,0.43661277442972257,0.014446970782209028,979.1999999999999,1,1.0,455.12569444444443
16507,0.4366092953145648,0.009634611860062653,152.76,1,43.0,571.9958333333333
12982,0.4365800688862882,0.0017532823702917308,2744.81,8,22.25,242.04097222222222
14027,0.4365725810285577,0.0031342618952880444,104.82,1,6.0,60.15902777777778
15182,0.4365491800833516,0.008085167332752283,2998.952,11,11.363636363636363,153.9673611111111
17597,0.43652279992751264,0.004816422996737175,3484.09,5,25.6,213.0388888888889
12510,0.43647626744060014,0.008216836962773992,5178.02,9,16.11111111111111,142.10763888888889
12664,0.4364356455144579,0.015899999347504388,6070.04,11,4.090909090909091,7.821527777777778
14566,0.4364246839737663,0.02647747989612509,4092.0,4,4.0,110.07291666666667
14054,0.4364195460734297,0.0033338849267527428,92.46,1,6.0,64.87569444444445
15335,0.4363646829387148,0.0019530590661465664,173.97,1,36.0,53.0
12962,0.4363579714043899,0.0017043016785424114,266.39,2,8.0,6.871527777777778
17747,0.4362976093144789,0.005198229696429728,71.4,1,1.0,112.19236111111111
17845,0.43629243493392983,0.004010222154638473,598.19,4,12.0,554.8958333333334
13469,0.4362877461181071,0.004556496773025126,82.4,1,6.0,652.9076388888889
15725,0.43627157631823027,0.0034149902929370216,415.25,1,32.0,14.915972222222223
15940,0.43625814927196976,0.0021606842430258043,35.8,1,1.0,310.85555555555555
16717,0.436228935184372,0.017204010148009492,6986.2300000000005,14,26.142857142857142,23.023611111111112
14593,0.4362272555912823,0.014309429785226582,3712.0099999999998,12,51.75,21.00138888888889
15187,0.43620382235359884,0.01920951703878576,4777.18,16,5.6875,1.0375
14458,0.4361342697544624,0.01112732789899023,237.42,1,49.0,380.0048611111111
16265,0.43612604171525454,0.021493014572734767,6935.17,12,28.083333333333332,8.839583333333334
17065,0.4360778081254124,0.006790338656325799,194.7,2,6.0,637.0479166666667
16082,0.4360572655555591,0.0022404728322112147,106.75,1,16.0,669.8986111111111
17913,0.43605242961336915,0.01939574895510063,3479.64,14,34.0,58.08680555555556
15165,0.4360508712559084,0.004148137832255078,975.5,1,54.0,372.94930555555555
14076,0.436037561675356,0.00938194609845869,122.47,1,46.0,128.89652777777778
14865,0.4360375131058718,0.0027848852511093234,129.72,4,2.25,6.850694444444445
13527,0.4360051033457713,0.013351109232438277,4683.74,12,38.083333333333336,33.03194444444444
17210,0.4359952358078163,0.008680091177572994,253.37,1,54.0,392.02430555555554
12468,0.4359832800300587,0.006579242872650288,3670.74,5,30.0,187.05138888888888
15313,0.4359706839103091,0.005156335320655333,52.0,1,1.0,109.86666666666666
13288,0.4359319261520616,0.008837591181062055,927.61,5,2.0,442.84583333333336
17992,0.435920206148817,0.008323502257329826,254.13,1,53.0,388.9902777777778
15732,0.4359184212102703,0.0023288657997744167,1682.07,10,10.4,211.93472222222223
15497,0.43581404460834,0.023055262669843448,8657.39,9,13.444444444444445,17.040972222222223
16087,0.43577988569999826,0.01332184669041643,1739.92,5,2.0,388.8375
14351,0.4357755342640882,0.005294779251147778,51.0,1,1.0,164.0375
15698,0.4357207745602912,0.008919632062112727,46.2,1,2.0,623.8
15352,0.43569344489511447,0.009532780916176403,114.95,1,37.0,548.0569444444444
16903,0.4355662508766003,0.006856090243714517,1062.28,3,63.333333333333336,28.8875
16794,0.43554787657103816,0.04315313785813196,2090.91,15,34.53333333333333,0.7888888888888889
17663,0.43552683369934625,0.009515701116348214,5175.83,17,14.0,25.1625
13175,0.4355143506437654,0.007603641350183428,831.45,2,23.0,581.9840277777778
13241,0.4354283248039793,0.012890511692708592,115.58,1,42.0,411.06458333333336
13547,0.4353951853955531,0.011096437975769488,175.53,1,47.0,407.94166666666666
15796,0.43534696579652693,0.01875747756917519,5175.83,17,17.352941176470587,0.7048611111111112
14845,0.4353354664616083,0.011402675351611083,150.0,1,1.0,599.1048611111111
17016,0.4352689242413592,0.002361194014443198,552.4,1,41.0,576.0125
17895,0.43526195631034154,0.005736808931168523,98.0,1,16.0,43.826388888888886
12858,0.4352381158217353,0.013633064044235995,177.92,1,49.0,382.99652777777777
13711,0.43519645419654235,0.0031367851595992505,1792.26,9,10.222222222222221,218.09652777777777
13142,0.43513103538246534,0.005007958536187802,307.09,1,23.0,18.863194444444446
14666,0.4351200192863227,0.00441297665457611,195.25,1,14.0,23.99513888888889
12767,0.43508488139939766,0.005035873404972156,949.82,1,43.0,375.1333333333333
13332,0.43503764750656904,0.005133109199074716,350.9,1,21.0,13.972222222222221
12865,0.43503209098259327,0.014686506443391013,3323.47,4,48.75,25.929861111111112
17787,0.43500959690307095,0.01190588802622168,2601.4700000000003,4,41.25,152.05972222222223
16577,0.43499369667726084,0.004581948007214248,380.0,1,23.0,666.1284722222222
14907,0.4349885391060159,0.012792349209652045,6165.79,16,18.5,2.941666666666667
17388,0.43498171186637774,0.0073610271757957564,2691.57,11,5.181818181818182,77.09652777777778
14988,0.4349534033399517,0.0028270213380783074,2066.6,7,34.857142857142854,211.03125
18116,0.43495309647249425,0.02076952687772003,2154.3,13,44.15384615384615,67.07638888888889
15455,0.434833831909787,0.008362289128095344,38.25,1,2.0,597.0048611111112
12366,0.43479443717586014,0.010041731154369236,500.24,1,3.0,633.0986111111112
12517,0.4347941348583516,0.010380719980035856,2502.84,5,56.8,27.948611111111113
16822,0.4347843539907411,0.0033472348460884906,181.39,1,11.0,685.9361111111111
15610,0.4347643154147466,0.002886441301987838,112.46000000000001,1,6.0,51.09305555555556
12486,0.43474298477132883,0.004049326855803235,1037.28,1,49.0,431.025
15057,0.4347296208352685,0.0060468831954757435,3255.96,5,14.0,274.8979166666667
14970,0.4347240340872974,0.012382511213181345,4919.35,12,9.416666666666666,67.9625
17328,0.4346755446192578,0.0047224683890253055,104.7,1,6.0,672.81875
15885,0.43466731508590895,0.015523669513467871,1951.82,15,7.666666666666667,92.08819444444444
14789,0.43465172939435187,0.002950472966516293,197.64,1,6.0,28.160416666666666
17474,0.43462121807607973,0.008183848015455214,1047.0,1,6.0,599.0881944444444
14004,0.43461960653796916,0.008183213242847176,6258.45,11,21.90909090909091,42.923611111111114
17719,0.43447309605971896,0.006473471892875564,5396.04,15,18.266666666666666,37.09305555555556
13604,0.4344580926489088,0.005286865804725854,717.62,1,21.0,658.0333333333333
18105,0.4344541898886103,0.00603275627633788,113.48000000000002,1,18.0,37.03194444444444
14821,0.43442184212416757,0.0010968184467781378,1286.45,7,10.285714285714286,366.1715277777778
15644,0.43440964225913653,0.005946835433066744,813.0,4,59.5,165.9138888888889
13037,0.4343894181088852,0.0038208388063771387,3914.9500000000003,12,19.333333333333332,137.87777777777777
18271,0.4343810093008273,0.005968593829167847,680.85,2,10.5,609.1416666666667
15716,0.4342866900208861,0.007254653708489745,3056.81,11,29.636363636363637,145.03541666666666
13507,0.43427806022551724,0.008388562826623758,2479.16,4,40.5,2.984027777777778
12917,0.43425890110001103,0.02652146453128822,4359.2,6,8.333333333333334,127.83888888888889
13607,0.4341901505810648,0.005980876063688332,1078.31,2,61.0,39.85625
13130,0.4341790795781638,0.005483123125814553,64.0,1,2.0,93.88888888888889
15453,0.43417301429180194,0.014061910773128872,1388.37,7,40.857142857142854,1.0770833333333334
13855,0.43406919593416976,0.004576737867376872,1310.3400000000001,4,18.25,500.12291666666664
14064,0.4340322084715891,0.010985957780221782,3332.42,15,16.266666666666666,28.983333333333334
13315,0.43401206736159115,0.0049359083164231135,310.26,1,22.0,688.8861111111111
15943,0.4340096922536633,0.008181387246205393,271.28999999999996,2,6.0,649.0006944444444
14373,0.4339693300204042,0.004018325031559186,76.55,1,4.0,357.88194444444446
15154,0.4339654199444209,0.008019079381957181,1388.41,3,62.666666666666664,74.86458333333333
14637,0.4339082176948374,0.003850192359859506,106.67999999999999,1,7.0,676.8736111111111
17203,0.4338828713868915,0.02237321945184856,5575.88,10,27.0,35.015972222222224
15798,0.43385715668675745,0.009522133746339638,1535.37,3,27.666666666666668,492.15069444444447
17141,0.43384606051397734,0.004163477599307413,754.33,4,43.5,417.9138888888889
14943,0.43384127911081233,0.005835980901621104,107.62,1,5.0,662.8652777777778
17137,0.4338354422778277,0.004696376598088649,1133.63,6,29.333333333333332,415.9159722222222
14582,0.4337733286974979,0.002703290751380692,114.11,1,6.0,40.0375
17947,0.4337385258845844,0.0028582085225701305,176.68,1,9.0,36.989583333333336
17108,0.4337249703048751,0.003447812662056314,174.95,1,9.0,663.0194444444444
12368,0.4337125669090073,0.006623995039718471,917.6999999999999,1,18.0,627.8708333333333
16162,0.43369071255833613,0.0023540772752831548,37.4,1,2.0,251.9076388888889
12470,0.4336675098909865,0.0034702632049883504,211.95,1,23.0,689.0756944444445
16257,0.4336330687770653,0.004628249550184244,46.95,1,2.0,176.11041666666668
15040,0.4336324528518974,0.008784510188625182,7.49,1,1.0,541.0486111111111
14960,0.4336188167896977,0.002256525368146921,221.27,2,13.5,7.997222222222222
17967,0.43361750241654134,0.007740570862118555,357.28999999999996,2,57.5,371.06319444444443
17261,0.4336161790109861,0.009981487829774304,230.44,1,46.0,509.0423611111111
13926,0.4336137415925704,0.0031897755092626036,223.85000000000002,1,11.0,22.981944444444444
15151,0.43357909177136883,0.012318073828626248,2085.61,2,28.5,422.84236111111113
14892,0.4335706521336955,0.003438335397845919,202.35000000000002,1,13.0,690.1611111111112
16494,0.43355397410663293,0.007166279930801233,826.53,1,50.0,296.00069444444443
15009,0.43354867586887413,0.00926014933894651,1261.78,3,60.666666666666664,11.96875
15471,0.43352485089253845,0.006273807116315488,1316.56,3,54.0,1.9430555555555555
13424,0.43344329685815197,0.0050719537747558685,572.77,1,40.0,449.0840277777778
13561,0.43338533245150196,0.008845276475293772,1820.72,11,21.181818181818183,215.0076388888889
14982,0.4333699852581646,0.005651760862888381,237.78,1,39.0,571.8736111111111
13793,0.4333375096117764,0.00385738059962884,96.0,1,7.0,646.1840277777778
12730,0.43327861565251186,0.0032954676309823495,829.25,1,47.0,521.0215277777778
15850,0.43323717620084456,0.006356336884920114,1058.72,6,55.666666666666664,18.941666666666666
12853,0.43320763354228525,0.006908894947557032,3907.5,11,13.454545454545455,134.05625
14812,0.43320091231496327,0.006591217193045412,185.8,1,37.0,598.0256944444444
17966,0.4331888166522102,0.01098882388834699,1974.42,10,11.4,37.1
12568,0.433114729749879,0.005255398394706811,70.0,1,5.0,644.1493055555555
14736,0.4330739180405461,0.004042278159630645,401.08,2,50.0,484.8951388888889
15178,0.43304297928662483,0.00233699883097629,40.5,1,3.0,259.9013888888889
13763,0.43303189677914833,0.0232410218760631,5217.4400000000005,3,16.666666666666668,62.90069444444445
12626,0.4330071184960448,0.01828979955683145,6620.48,9,32.666666666666664,22.863888888888887
13253,0.433006126766828,0.01206829625833624,2951.11,4,18.75,156.11180555555555
13117,0.4329580355421272,0.01960489825678389,2643.81,18,10.444444444444445,21.033333333333335
16891,0.43292968092233997,0.026135658053636112,2056.82,11,46.90909090909091,1.0659722222222223
14098,0.4328865659186312,0.005433354927132768,147.35,1,21.0,36.109027777777776
16918,0.43288565871760304,0.023026161261384726,3213.29,16,28.5625,49.0
17820,0.43287819947878603,0.012744704717915707,183.56,1,42.0,373.7965277777778
16699,0.4328655741129241,0.002044000992534943,994.6,7,8.857142857142858,379.925
16176,0.4328238809200098,0.005141825899400022,2052.69,4,18.0,420.9555555555556
18095,0.43280881526386694,0.005962758458568785,2303.09,5,9.6,312.0
14275,0.4328032363145691,0.00658818441242594,1189.3799999999999,6,3.8333333333333335,395.15555555555557
15668,0.43278358857550536,0.0035965126088868915,76.32000000000001,1,1.0,217.09097222222223
16548,0.432776905216474,0.003843439159657566,30.15,1,6.0,598.8576388888889
13182,0.4327728172082261,0.003424270462944792,121.18,1,11.0,44.96111111111111
15697,0.43275396106180314,0.0041032282067466315,246.75,1,14.0,689.1527777777778
14881,0.4327339341732556,0.005095115515959688,255.4,1,17.0,19.072222222222223
13412,0.43269904344057103,0.0034596263601881336,487.34999999999997,1,34.0,619.8486111111112
16167,0.4326918255598176,0.0037492674893903847,1386.1200000000001,5,12.6,413.88680555555555
15866,0.43268359989492816,0.004628813517084033,230.53,1,45.0,100.94513888888889
14576,0.4326519854742327,0.004138743751288061,70.80000000000001,1,2.0,371.7909722222222
14869,0.43264337825075894,0.01151187539402318,2804.24,6,41.666666666666664,8.009722222222223
13870,0.4326402786454155,0.013930622875319104,5712.08,15,16.066666666666666,1.9770833333333333
13425,0.4326087600464425,0.011710640295878531,3403.63,5,35.6,107.81736111111111
12757,0.43260366294424857,0.023184427216258616,7857.1,13,28.53846153846154,15.01388888888889
17826,0.4325955311977411,0.01520404913276894,134.59,1,34.0,373.9770833333333
15913,0.4325268219403791,0.008596809161171781,6.300000000000001,1,1.0,533.8465277777777
14671,0.4325249689141664,0.0110920268025333,1127.45,2,27.5,548.9659722222223
13346,0.4325068864206807,0.013335658229031211,299.4,6,1.0,462.04791666666665
18107,0.4325001905049012,0.011601308448700767,167.13,1,39.0,441.99097222222224
18007,0.43249970215017636,0.009878587274862505,220.32,1,51.0,392.0708333333333
17246,0.4324832101980995,0.008697960865381259,38.92,2,3.0,546.0097222222222
17530,0.43243538954989896,0.023909348472944847,3141.51,12,46.5,0.7555555555555555
17285,0.4324326250302148,0.006040454562798422,428.34,2,24.5,627.9666666666667
13682,0.4324258390619645,0.004356991598436391,59.5,1,3.0,186.94722222222222
17790,0.432378587877794,0.026165991627607302,2783.61,20,15.2,26.055555555555557
18128,0.4323646975507374,0.005160027821024259,420.04,1,45.0,536.9798611111111
17846,0.4323325899658756,0.009080770964009117,2033.1,1,1.0,84.89583333333333
13986,0.43228345684626013,0.004501487659221662,320.46,1,13.0,16.90972222222222
14488,0.4322037568643726,0.003351296303069151,1064.28,1,46.0,67.13888888888889
12961,0.4322028136222997,0.010950138837309683,211.99,1,40.0,378.8375
17628,0.43216177232540454,0.00473298010318625,75.75,1,5.0,80.8951388888889
13077,0.4320777748137949,0.022548481509759497,3064.67,11,31.545454545454547,0.7263888888888889
16269,0.43206141806860665,0.004910915532374993,717.57,1,53.0,437.0416666666667
15844,0.4320533989700473,0.0032664008002239145,130.73999999999998,1,11.0,45.89652777777778
15259,0.43203788396936904,0.004113725774173266,1182.3799999999999,4,14.25,512.16875
14554,0.43202686347228664,0.009588739362170673,2381.04,4,54.0,9.8375
17723,0.43202569804002466,0.027900872201105615,3378.4000000000005,7,1.7142857142857142,126.75902777777777
14724,0.43201963540380983,0.004665000647998907,345.25,1,43.0,589.975
18068,0.4319937256379717,0.0017581650165141539,101.69999999999999,1,1.0,288.9166666666667
13190,0.43198733098868414,0.0051456720174821065,570.66,3,5.666666666666667,543.8770833333333
15317,0.43198334931622256,0.006014256613798563,129.75,1,5.0,676.8715277777778
13107,0.4319190153173647,0.010486126983536749,5253.07,9,19.77777777777778,43.915277777777774
13021,0.43191117134760926,0.013324208771593807,4887.24,17,15.117647058823529,3.842361111111111
12857,0.43188814707130935,0.0055236709520875525,3688.0,6,20.166666666666668,210.10416666666666
15576,0.43185009013528697,0.002884874154950184,940.6700000000001,1,45.0,37.03263888888889
16402,0.4317667507709339,0.009704568683048477,511.4,2,58.5,264.0173611111111
15764,0.43175456958685027,0.01211050634890302,4503.08,8,31.125,87.78611111111111
12556,0.4317282721191116,0.0034565746246583485,603.71,2,60.5,49.98888888888889
12733,0.43172062711599735,0.006250341968474741,2424.87,4,39.25,233.85486111111112
16153,0.4316941775050631,0.005250057563690818,5133.49,11,20.545454545454547,49.083333333333336
13450,0.4316474171773462,0.010141418575052906,4120.04,13,11.307692307692308,26.038888888888888
12585,0.4316410933997288,0.01474432486684516,2040.1,2,43.5,233.96597222222223
14545,0.43159293457773984,0.00469842593666937,349.25,1,23.0,673.89375
14768,0.4315802456952823,0.002595739733736126,192.60000000000002,2,2.5,16.997222222222224
18140,0.4315765383776511,0.006159850831565388,536.41,1,54.0,473.0361111111111
12395,0.43154710177200173,0.007940055133758152,5067.27,15,16.933333333333334,18.895138888888887
17099,0.43151309747216116,0.0022512194357170953,582.17,1,40.0,532.8506944444445
15740,0.4315083854784661,0.0029004196895990974,154.88,1,9.0,48.93125
16657,0.43149386155004943,0.0067691648276529065,933.62,4,52.0,9.043055555555556
15041,0.4314358254180983,0.010343544090749354,294.02,2,53.5,169.85694444444445
17988,0.4314131854637494,0.038098023607691316,489.54,14,8.785714285714286,11.07638888888889
18070,0.43137499904655763,0.0041645707706423315,314.1,1,9.0,668.9736111111112
15477,0.4313500412336649,0.011056561732967712,368.4,1,2.0,649.0923611111111
16101,0.43128969993374316,0.018012707803672538,3229.16,4,48.0,70.10555555555555
12663,0.4312857802335856,0.00800011545391392,239.4,2,5.0,624.1319444444445
17439,0.43127575790957245,0.0041047200441649695,325.74,1,8.0,655.0013888888889
13708,0.4312306947746483,0.011727486600766016,296.88,1,51.0,270.9611111111111
17685,0.43119673853989904,0.0082867717463229,5943.17,12,17.75,16.051388888888887
15275,0.4311675673707786,0.0018232717452499262,615.14,1,41.0,37.0625
15753,0.43112718187689786,0.0019530476986884852,79.2,1,1.0,304.00625
18199,0.431112174036322,0.005752759905950678,344.75,1,20.0,683.0541666666667
14245,0.4310987518488536,0.010829653968540439,1693.45,2,54.0,219.17361111111111
16014,0.4310958263213497,0.0039760656283730576,1130.27,5,58.2,37.03194444444444
14589,0.4310869448341515,0.004038088235947185,79.5,1,6.0,371.0472222222222
13490,0.4310764858207401,0.003539236786959417,154.25,1,8.0,653.9180555555556
12480,0.43106200292594204,0.013140293596831264,5464.85,7,34.57142857142857,27.915277777777778
13224,0.4310406864783618,0.009019596565172212,2155.95,2,54.0,59.91319444444444
17161,0.43103205051620397,0.004234038128957846,856.01,1,52.0,443.8375
14170,0.43101283514503946,0.0038657292321765077,597.33,3,55.0,374.9861111111111
17148,0.43098535197441046,0.0027882435636048283,124.88,1,9.0,51.11875
13009,0.4309127535859338,0.00708120062630186,234.0,1,4.0,672.0194444444444
18133,0.430863146997146,0.008182752794141218,931.4999999999999,1,1.0,211.94166666666666
18163,0.4308532412775003,0.003634364575192275,728.84,1,33.0,583.9159722222222
12594,0.430776570861826,0.0048036400396687185,5090.110000000001,15,13.266666666666667,37.020833333333336
14832,0.4307697860954922,0.012936831487072224,322.69,1,1.0,629.9
15422,0.4307389371188475,0.001881279442811137,1619.97,7,17.142857142857142,322.85625
15233,0.43073081130672863,0.005229503854144128,59.400000000000006,1,1.0,400.96805555555557
13585,0.43069552398307165,0.005391965287346726,684.54,3,13.0,530.0118055555556
14516,0.43063577697886457,0.008381283019880543,163.92,1,37.0,515.9465277777778
16442,0.43063299620184353,0.008958086420018545,899.47,5,50.0,1.0465277777777777
12910,0.4306285044566886,0.006893522629144211,5796.52,13,10.538461538461538,22.931944444444444
13696,0.43058784331623995,0.008150951286271543,2020.4,3,8.0,421.12916666666666
13254,0.4305340890558526,0.0041608263422289625,51.410000000000004,1,4.0,375.88055555555553
14706,0.43052545521754987,0.004115387817149529,390.69,1,28.0,618.0701388888889
13784,0.4305119428393258,0.015145198880711266,2910.23,14,3.0714285714285716,9.136805555555556
16902,0.43046677258574445,0.008547118379606795,1706.88,1,44.0,115.93958333333333
13154,0.4304247942098376,0.008557686333095272,1624.84,3,31.0,398.86805555555554
17595,0.43042171541479246,0.003640403724872995,388.79,2,41.5,11.8625
13978,0.43039370957753226,0.0017910111464531572,196.79000000000002,2,7.5,14.051388888888889
13548,0.43038093473115835,0.0044500612670323484,908.99,3,62.333333333333336,95.91666666666667
15203,0.4303445132338841,0.015773465600088514,4400.18,15,22.866666666666667,25.190277777777776
17079,0.43033787653427436,0.005164345016603693,118.80000000000001,1,2.0,77.8861111111111
17469,0.43030282542824294,0.009599235984183501,5051.25,17,15.705882352941176,15.98263888888889
14124,0.4302828541076708,0.009687000551198545,419.58000000000004,1,5.0,83.97083333333333
18057,0.4302718799722925,0.0069020495834457496,1203.56,3,46.666666666666664,392.8298611111111
17636,0.4302426787012514,0.005398706480894834,285.56,1,20.0,18.92361111111111
16799,0.4301941767461368,0.0032009138670624246,495.98,2,53.0,431.93194444444447
14073,0.43017616803145137,0.003932650091164124,151.04,1,13.0,31.875694444444445
14963,0.43014922419166257,0.01747901073991723,3164.48,12,41.083333333333336,9.02361111111111
13339,0.4301054480011912,0.01175591387192291,860.12,1,54.0,200.1798611111111
17982,0.43007651224095134,0.0024910901486167735,138.18,1,13.0,680.1333333333333
15602,0.43006427147892345,0.01563473558874912,3230.51,16,8.0,7.941666666666666
17174,0.43006056919243907,0.004080846957605184,59.9,1,4.0,217.04375
12627,0.4300452065392751,0.010566704375306164,4478.53,7,32.857142857142854,10.029861111111112
17853,0.42999523960076685,0.007513098330948168,1608.19,3,35.333333333333336,406.88958333333335
14913,0.4298750455978292,0.017325351963963235,4073.13,8,30.875,35.18125
17700,0.42986631549879045,0.018874417713202387,6679.97,14,25.714285714285715,16.040972222222223
16659,0.4298487921286401,0.004229160239643284,39.12,1,2.0,188.9076388888889
16129,0.4298270957905237,0.00869208954209237,1396.05,3,32.0,406.93125
15858,0.42981424510166755,0.016373380755966328,3960.37,13,37.15384615384615,15.001388888888888
17692,0.429811192804919,0.003705297202917747,2975.8,12,13.5,126.95069444444445
17778,0.4297734015633503,0.0032413855798419113,197.70000000000002,1,10.0,661.0041666666667
13875,0.429733542364333,0.004497804840209611,4814.37,14,19.285714285714285,53.13472222222222
17353,0.4297060191919782,0.024280941839489336,3242.0,4,3.5,128.81319444444443
14490,0.429682830282083,0.008623692683968542,1273.47,2,40.0,405.90694444444443
18044,0.42967900609463916,0.020838549120859126,3505.61,18,11.11111111111111,3.933333333333333
14652,0.4296597127399639,0.005161082576683697,114.18,1,29.0,76.93680555555555
14813,0.42965366804691074,0.0039222218670850635,1090.87,4,44.25,369.03680555555553
17669,0.4296535345784691,0.0071656072626549855,6142.35,10,14.4,42.16458333333333
14090,0.4296211305568729,0.002624285738717891,76.32000000000001,1,1.0,324.0826388888889
13185,0.4296092880084403,0.0020274414847785516,71.4,1,1.0,267.0375
14884,0.4295731586893603,0.003452889492697202,120.6,1,8.0,668.9958333333333
17570,0.4295429773334328,0.004860016461689687,100.0,1,1.0,381.0375
18046,0.42950605744126075,0.0035851613958108775,189.63,1,26.0,649.0513888888889
15953,0.42948774520337524,0.016923766991472248,3669.5499999999997,18,10.333333333333334,14.8875
13285,0.4294527703581603,0.010281817852682383,3364.59,6,38.5,22.979861111111113
12617,0.4294397462449852,0.0026189023807373945,355.53,1,42.0,28.924305555555556
14934,0.429435486484998,0.014081471852909054,3503.5,5,37.0,81.11111111111111
17823,0.42940808923449214,0.002899323302230482,494.25,2,55.0,420.8513888888889
13119,0.4293992572787324,0.002645095920591111,134.9,1,11.0,668.175
16355,0.42935970844711874,0.00510990185326791,416.35,1,48.0,374.93680555555557
15862,0.4293351656290224,0.022989145597006395,2928.29,13,44.69230769230769,7.973611111111111
16544,0.4292965477813081,0.00764578069099911,376.70000000000005,4,2.75,519.06875
14071,0.4292947703953713,0.01694214681212536,1438.82,8,40.5,3.015972222222222
15541,0.4292629617938951,0.008745061940972817,85.13000000000001,1,29.0,113.91111111111111
15563,0.4292318380080667,0.009867079344029283,2867.0,7,37.0,21.916666666666668
